BAND_NUMBER,BAND_NAME,LONGITUDE,LATITUDE,COORD_SYS
494,Tr'ondëk Hwëch'in,-139.43120296400002,64.06492833300001,GCS_North_American_1983_CSRS
770,Jean Marie River First Nation,-120.62513453700001,61.525364535999984,GCS_North_American_1983_CSRS
274,Little Saskatchewan,-98.560381226,51.683319805999986,GCS_North_American_1983_CSRS
501,Taku River Tlingit,-133.65868905899998,59.50581739500001,GCS_North_American_1983_CSRS
215,Fort Severn,-87.63660435499997,55.99047145999998,GCS_North_American_1983_CSRS
722,Ulkatcho,-125.306675676,52.46728594699999,GCS_North_American_1983_CSRS
498,Selkirk First Nation,-136.572935664,62.82386585500001,GCS_North_American_1983_CSRS
752,Fort Good Hope,-128.62003832,66.260302502,GCS_North_American_1983_CSRS
767,Sambaa K'e First Nation,-121.242439913,60.44262060800003,GCS_North_American_1983_CSRS
251,Konadaha Seneca,-80.08869058599998,43.03765629200001,GCS_North_American_1983_CSRS
635,Da'naxda'xw First Nation,-126.597306,50.59649300000001,GCS_North_American_1983_CSRS
671,Nisga'a Village of Gingolx,-129.95733343900002,54.994412418000024,GCS_North_American_1983_CSRS
205,Lac Seul,-92.30026238200003,50.29259800199998,GCS_North_American_1983_CSRS
764,Lutsel K'e Dene First Nation,-110.73870802599998,62.404721438000024,GCS_North_American_1983_CSRS
721,Lhoosk'uz Dene Nation,-124.49016126700002,53.087346002000004,GCS_North_American_1983_CSRS
662,Ditidaht,-124.66970174199997,48.809278516999996,GCS_North_American_1983_CSRS
643,Ts'uubaa-asatx,-124.069746544,48.82604956,GCS_North_American_1983_CSRS
393,Kawacatoose,-104.404392084,51.48178573299998,GCS_North_American_1983_CSRS
490,Aishihik,-137.506689499,61.599170404999995,GCS_North_American_1983_CSRS
217,Wunnumin,-89.29634945499998,52.93410002500002,GCS_North_American_1983_CSRS
445,Beaver First Nation,-116.27477797300003,58.45579012799999,GCS_North_American_1983_CSRS
578,Sumas First Nation,-122.19464527899999,49.05527836099998,GCS_North_American_1983_CSRS
502,Liard First Nation,-128.71654674299998,60.06601545000001,GCS_North_American_1983_CSRS
310,Misipawistik Cree Nation,-99.256899675,53.179247551,GCS_North_American_1983_CSRS
325,Keewaywin First Nation,-92.79732290200002,53.00401908499998,GCS_North_American_1983_CSRS
373,One Arrow First Nation,-106.02920991399998,52.74048577399998,GCS_North_American_1983_CSRS
583,Chawathil,-121.552604417,49.369822294000016,GCS_North_American_1983_CSRS
355,Peter Ballantyne Cree Nation,-102.93417173,55.17239673400002,GCS_North_American_1983_CSRS
13,Pabineau,-65.66912270699999,47.533274151,GCS_North_American_1983_CSRS
554,Tla'amin Nation,-124.617391,49.90059000000002,GCS_North_American_1983_CSRS
264,Fisher River,-97.38721231599999,51.437889412000004,GCS_North_American_1983_CSRS
766,Nahanni Butte,-123.38322783699999,61.035632529,GCS_North_American_1983_CSRS
506,White River First Nation,-140.875326681,62.38375615699999,GCS_North_American_1983_CSRS
150,Wabaseemoong Independent Nations,-94.94315428099998,50.12991664399999,GCS_North_American_1983_CSRS
652,Pauquachin,-123.45845692199998,48.627153455999974,GCS_North_American_1983_CSRS
634,Ehattesaht,-126.85898918599997,49.98514634200001,GCS_North_American_1983_CSRS
430,Siksika Nation,-113.05083249199998,50.859133412999995,GCS_North_American_1983_CSRS
27,Millbrook,-63.29274886799999,45.333781019000014,GCS_North_American_1983_CSRS
258,Ojibway Nation of Saugeen,-90.65837514100002,50.421152377,GCS_North_American_1983_CSRS
157,Wabigoon Lake Ojibway Nation,-92.52151556799998,49.625475617999996,GCS_North_American_1983_CSRS
268,Kinonjeoshtegon First Nation,-97.3109533,51.91709498300003,GCS_North_American_1983_CSRS
597,Penticton,-119.64476284199998,49.49136807999997,GCS_North_American_1983_CSRS
311,Mathias Colomb,-101.31689699999998,55.74205499999999,GCS_North_American_1983_CSRS
614,Nak'azdli Whut'en,-124.250154361,54.43845786100002,GCS_North_American_1983_CSRS
623,We Wai Kai Nation,-125.290563389,50.01861443400003,GCS_North_American_1983_CSRS
680,Kitselas,-128.41069220000003,54.60834741000002,GCS_North_American_1983_CSRS
537,Gitanyow,-128.06949200000003,55.265354,GCS_North_American_1983_CSRS
263,Hollow Water,-96.30228976400002,51.192384679999975,GCS_North_American_1983_CSRS
464,Cold Lake First Nations,-110.236182461,54.337050706000014,GCS_North_American_1983_CSRS
130,Rainy River First Nations,-93.912642108,48.637248177000004,GCS_North_American_1983_CSRS
405,Pelican Lake,-107.78395698999998,53.685639244000015,GCS_North_American_1983_CSRS
240,Webequie,-87.35969665800002,52.982823756000016,GCS_North_American_1983_CSRS
156,Wabauskang First Nation,-93.17098308099997,50.381459544999984,GCS_North_American_1983_CSRS
260,Black River First Nation,-96.30991,50.830359999999985,GCS_North_American_1983_CSRS
384,Peepeekisis Cree Nation No.81,-103.33585423599999,50.86623960999998,GCS_North_American_1983_CSRS
557,Lil'wat Nation,-122.72133400000001,50.31819300000001,GCS_North_American_1983_CSRS
140,Mississaugas of Scugog Island First Nation,-78.88060509500002,44.19397308600003,GCS_North_American_1983_CSRS
612,Nadleh Whuten,-124.60768604499998,54.076082842999995,GCS_North_American_1983_CSRS
356,Red Earth,-102.861137353,53.49095235300001,GCS_North_American_1983_CSRS
663,Huu-ay-aht First Nations,-125.12715556699999,48.802078540000025,GCS_North_American_1983_CSRS
507,Champagne and Aishihik First Nations,-137.49676516199997,60.759402056,GCS_North_American_1983_CSRS
463,Athabasca Chipewyan First Nation,-111.03015506700001,58.54820497700001,GCS_North_American_1983_CSRS
719,Williams Lake First Nation,-122.01664904,52.11818620899999,GCS_North_American_1983_CSRS
300,Red Sucker Lake,-93.56888948400001,54.15616754199999,GCS_North_American_1983_CSRS
152,Animakee Wa Zhing #37,-93.97296119399999,49.394713851999995,GCS_North_American_1983_CSRS
82,Les Innus de Ekuanitshit,-64.03004154400003,50.29146227000001,GCS_North_American_1983_CSRS
74,Algonquins of Barriere Lake,-76.708010489,47.25440384299998,GCS_North_American_1983_CSRS
10,Indian Island,-64.79453807200002,46.691010257000016,GCS_North_American_1983_CSRS
399,Big Island Lake Cree Nation,-109.626874262,54.40843556200002,GCS_North_American_1983_CSRS
190,Whitesand,-89.04324887899998,50.30992583,GCS_North_American_1983_CSRS
292,Tootinaowaziibeeng Treaty Reserve,-100.97273600599999,51.22785194699998,GCS_North_American_1983_CSRS
148,Eagle Lake,-93.05714124600001,49.73816440799999,GCS_North_American_1983_CSRS
272,Pinaymootang First Nation,-98.68369137299999,51.573787418999984,GCS_North_American_1983_CSRS
630,Mowachaht/Muchalaht,-126.07212658100002,49.810980524,GCS_North_American_1983_CSRS
471,Stoney,-114.84619655699998,51.170100502000025,GCS_North_American_1983_CSRS
532,Kispiox,-127.69825834199997,55.34889125699999,GCS_North_American_1983_CSRS
401,Clearwater River Dene,-109.49981389700002,56.528199685999994,GCS_North_American_1983_CSRS
203,Mishkeegogamang,-90.22949236699998,51.092135858999995,GCS_North_American_1983_CSRS
703,High Bar,-122.01808212899999,51.11304299400001,GCS_North_American_1983_CSRS
448,Dene Tha',-118.6894777,58.70245186300002,GCS_North_American_1983_CSRS
454,Sawridge First Nation,-114.83971068199997,55.297587670999974,GCS_North_American_1983_CSRS
438,Alexander,-113.92055456999998,53.80385891499998,GCS_North_American_1983_CSRS
80,Innu Takuaikan Uashat Mak Mani-Utenam,-66.39957675599999,50.22610498199998,GCS_North_American_1983_CSRS
127,Gakijiwanong Anishinaabe Nation,-92.16116480300002,48.37421657099998,GCS_North_American_1983_CSRS
542,Saulteau First Nations,-121.65300372899998,55.852219194999975,GCS_North_American_1983_CSRS
568,Sq'éwlets,-122.00245604999998,49.2359419,GCS_North_American_1983_CSRS
546,Halfway River First Nation,-121.964969,56.51336700000002,GCS_North_American_1983_CSRS
705,Lytton,-121.57755500000002,50.23748699999999,GCS_North_American_1983_CSRS
21,Bear River,-65.63366591599998,44.55962670700001,GCS_North_American_1983_CSRS
147,Niisaachewan Anishinaabe Nation,-94.54344007499998,49.89244760999998,GCS_North_American_1983_CSRS
588,Union Bar First Nation,-121.43446694099998,49.43738796399998,GCS_North_American_1983_CSRS
288,Dakota Plains,-98.523042686,49.81758680299998,GCS_North_American_1983_CSRS
598,Lower Similkameen,-119.72379803799998,49.05143215700002,GCS_North_American_1983_CSRS
581,Seabird Island,-121.73039671599997,49.25512171700001,GCS_North_American_1983_CSRS
79,Atikamekw d'Opitciwan,-74.93796020299999,48.659340611000005,GCS_North_American_1983_CSRS
225,Michipicoten,-84.92716447700002,47.96115799500001,GCS_North_American_1983_CSRS
608,Takla Nation,-125.97533600000003,55.48235599999998,GCS_North_American_1983_CSRS
436,Piikani Nation,-113.74895254299997,49.54873862400001,GCS_North_American_1983_CSRS
587,Shxw'ow'hamel First Nation,-121.60666464899998,49.34302591900001,GCS_North_American_1983_CSRS
284,Birdtail Sioux,-101.14924681299999,50.26621875699999,GCS_North_American_1983_CSRS
469,Heart Lake,-111.539285732,55.029810450000014,GCS_North_American_1983_CSRS
772,West Point First Nation,-115.744969314,60.85471708799997,GCS_North_American_1983_CSRS
402,Waterhen Lake,-108.40883213000001,54.522111182,GCS_North_American_1983_CSRS
757,Liidlii Kue First Nation,-121.31365948000001,61.81777527700001,GCS_North_American_1983_CSRS
668,Ucluelet First Nation,-125.52596562000002,48.936417171000016,GCS_North_American_1983_CSRS
551,shishálh Nation,-123.74937044699999,49.47384586300001,GCS_North_American_1983_CSRS
404,Big River,-107.11076611099998,53.57479459699999,GCS_North_American_1983_CSRS
585,Popkum First Nation,-121.71946059200002,49.20192788700001,GCS_North_American_1983_CSRS
70,Mohawks of Kahnawá:ke,-73.676294499,45.413945125,GCS_North_American_1983_CSRS
458,Bigstone Cree Nation,-113.78296003700001,55.94642528000003,GCS_North_American_1983_CSRS
347,Saulteaux,-108.32945558699998,53.12555561400001,GCS_North_American_1983_CSRS
691,Simpcw First Nation,-120.14902639500002,51.316895450000004,GCS_North_American_1983_CSRS
573,Sqwá First Nation,-121.97225841099998,49.17809653500001,GCS_North_American_1983_CSRS
716,Xatsull First Nation,-122.14478211400001,52.28044891899998,GCS_North_American_1983_CSRS
259,Slate Falls Nation,-91.61823713500002,51.14937596599998,GCS_North_American_1983_CSRS
211,Sandy Lake,-93.327657085,53.06308804700001,GCS_North_American_1983_CSRS
681,Kitsumkalum,-128.667329,54.522887000000026,GCS_North_American_1983_CSRS
381,Muscowpetung,-104.283879894,50.77598386599999,GCS_North_American_1983_CSRS
172,Aamjiwnaang,-82.41605569799998,42.93599504000002,GCS_North_American_1983_CSRS
279,O-Chi-Chak-Ko-Sipi First Nation,-99.25775769900002,51.503493166,GCS_North_American_1983_CSRS
174,Magnetawan,-80.50075678899998,45.769407892000004,GCS_North_American_1983_CSRS
677,Nisga'a Village of New Aiyansh,-129.07932949999997,55.206588580000016,GCS_North_American_1983_CSRS
580,Kwaw-kwaw-Apilt,-121.97524569900003,49.16684968200002,GCS_North_American_1983_CSRS
123,Saugeen,-81.328698933,44.513032640999995,GCS_North_American_1983_CSRS
131,Ojibways of Onigaming First Nation,-93.926459093,49.17266995599999,GCS_North_American_1983_CSRS
181,M'Chigeeng First Nation,-82.161714082,45.825261103,GCS_North_American_1983_CSRS
611,Lheidli T'enneh,-122.61430148599999,54.00883352699998,GCS_North_American_1983_CSRS
756,Pehdzeh Ki First Nation,-123.46666699999997,63.22666700000002,GCS_North_American_1983_CSRS
603,Yaqit ?a·knuqli‘it First Nation,-115.08190541699997,49.09333390799998,GCS_North_American_1983_CSRS
686,Bonaparte First Nation,-121.385367836,50.840803757,GCS_North_American_1983_CSRS
61,The Crees of the Waskaganish First Nation,-78.75335760500002,51.486193851999985,GCS_North_American_1983_CSRS
1,Abegweit,-62.902618674999985,46.357927527000015,GCS_North_American_1983_CSRS
132,Seine River First Nation,-92.42806349699998,48.718897486,GCS_North_American_1983_CSRS
552,Homalco,-125.24360842200002,49.95163973799998,GCS_North_American_1983_CSRS
645,Halalt,-123.696124543,48.87399504199999,GCS_North_American_1983_CSRS
571,Skowkale,-121.94057926099998,49.141712688999974,GCS_North_American_1983_CSRS
73,Kitigan Zibi Anishinabeg,-75.982774415,46.363132243999985,GCS_North_American_1983_CSRS
316,Dauphin River,-98.06537757799998,51.963173772000005,GCS_North_American_1983_CSRS
30,Glooscap First Nation,-64.235019626,45.04177449299999,GCS_North_American_1983_CSRS
276,Cross Lake Band of Indians,-97.78839389000001,54.62150580399998,GCS_North_American_1983_CSRS
89,Oujé-Bougoumou Cree Nation,-74.81979604899999,49.923534698000026,GCS_North_American_1983_CSRS
208,Pikangikum,-93.994650364,51.800506772000006,GCS_North_American_1983_CSRS
576,Yakweakwioose,-121.936925503,49.13236783799999,GCS_North_American_1983_CSRS
593,T'it'q'et,-121.94564077199999,50.677351628999986,GCS_North_American_1983_CSRS
628,Kwiakah,-125.15776038400003,50.42268599200003,GCS_North_American_1983_CSRS
29,We'koqma'q L’nue’kati,-61.13772355399999,45.97141526600001,GCS_North_American_1983_CSRS
149,Grassy Narrows First Nation,-93.99200620800002,50.153775612000004,GCS_North_American_1983_CSRS
295,Dakota Tipi,-98.340568593,49.948118486,GCS_North_American_1983_CSRS
574,Squiala First Nation,-121.979421,49.15801399999998,GCS_North_American_1983_CSRS
252,Niharondasa Seneca,-80.101896184,43.04278014800002,GCS_North_American_1983_CSRS
121,Six Nations of the Grand River,-80.11751506500002,43.07040710899997,GCS_North_American_1983_CSRS
763,Yellowknives Dene First Nation,-114.37564662300002,62.455058871999995,GCS_North_American_1983_CSRS
500,Kwanlin Dun First Nation,-135.10815497800002,60.71905901600002,GCS_North_American_1983_CSRS
503,Kluane First Nation,-138.99016501300002,61.356458627999984,GCS_North_American_1983_CSRS
20,Annapolis Valley,-64.65166566099998,45.066607558999976,GCS_North_American_1983_CSRS
710,Tŝideldel First Nation,-123.95247317899998,52.138891667999985,GCS_North_American_1983_CSRS
133,Mitaanjigamiing First Nation,-93.38618264299998,48.711036999999976,GCS_North_American_1983_CSRS
138,Chippewas of Georgina Island,-79.31287309700002,44.372844095000005,GCS_North_American_1983_CSRS
289,Canupawakpa Dakota First Nation,-100.94536446000001,49.620452949000025,GCS_North_American_1983_CSRS
183,Eabametoong First Nation,-87.90617620900002,51.55541821999998,GCS_North_American_1983_CSRS
65,Kebaowek First Nation,-78.98506200000003,46.785585000000026,GCS_North_American_1983_CSRS
765,Dog Rib Rae,-116.05000770700002,62.83002415499999,GCS_North_American_1983_CSRS
701,Boston Bar First Nation,-121.45140440400002,49.87707745099999,GCS_North_American_1983_CSRS
450,Driftpile Cree Nation,-115.78249373800003,55.34323310100001,GCS_North_American_1983_CSRS
669,Old Massett Village Council,-132.17503032399998,54.03441410200003,GCS_North_American_1983_CSRS
690,Neskonlith,-119.730580052,50.77333253400002,GCS_North_American_1983_CSRS
762,Deninu K'ue First Nation,-113.673771235,61.17241035799998,GCS_North_American_1983_CSRS
697,Upper Nicola,-120.28242517000001,50.14198945099997,GCS_North_American_1983_CSRS
659,Ahousaht,-126.05609132400002,49.278057096,GCS_North_American_1983_CSRS
706,Siska,-121.57155491700001,50.13634618499998,GCS_North_American_1983_CSRS
632,Tlatlasikwala,-127.93998873999999,50.922475254999995,GCS_North_American_1983_CSRS
714,Xeni Gwet'in First Nations Government,-124.09563063000002,51.41537033200001,GCS_North_American_1983_CSRS
750,Tulita Dene,-125.57636479000001,64.900584552,GCS_North_American_1983_CSRS
618,McLeod Lake,-123.04583541699998,54.98456397799998,GCS_North_American_1983_CSRS
449,Horse Lake First Nation,-119.69369397399998,55.35171627400001,GCS_North_American_1983_CSRS
238,North Spirit Lake,-93.02326746300002,52.506233226000006,GCS_North_American_1983_CSRS
599,Upper Similkameen,-120.07873353299999,49.35586303100001,GCS_North_American_1983_CSRS
146,Weenusk,-85.42101384099999,55.008780876,GCS_North_American_1983_CSRS
55,Conseil de la Première Nation Abitibiwinni,-78.12071968599997,48.59726819000002,GCS_North_American_1983_CSRS
197,Biinjitiwaabik Zaaging Anishinaabek,-88.129886677,49.436126220999995,GCS_North_American_1983_CSRS
14,Metepenagiag Mi'kmaq Nation,-65.82639810400002,46.94241593800001,GCS_North_American_1983_CSRS
586,Peters First Nation,-121.657945525,49.293865116999996,GCS_North_American_1983_CSRS
228,Brunswick House,-83.343050269,47.835798452999995,GCS_North_American_1983_CSRS
466,Kehewin Cree Nation,-110.85709437999998,54.11608844599999,GCS_North_American_1983_CSRS
58,Cree Nation of Chisasibi,-78.89639599999998,53.790666999999985,GCS_North_American_1983_CSRS
206,Wapekeka,-89.53875705899998,53.843864817999986,GCS_North_American_1983_CSRS
372,Whitecap Dakota Nation,-106.71202523,51.87665262500002,GCS_North_American_1983_CSRS
468,Fort McMurray #468 First Nation,-111.157463748,56.41352731699999,GCS_North_American_1983_CSRS
126,Couchiching First Nation,-93.35976920799999,48.63426851600002,GCS_North_American_1983_CSRS
649,Nanoose First Nation,-124.12801643799997,49.254063599999995,GCS_North_American_1983_CSRS
250,Lower Cayuga,-80.06110423400003,43.02767626999997,GCS_North_American_1983_CSRS
629,Mamalilikulla First Nation,-126.68232831400002,50.59424358000001,GCS_North_American_1983_CSRS
396,Makwa Sahgaiehcan First Nation,-109.165292534,54.02743022300001,GCS_North_American_1983_CSRS
185,Ginoogaming First Nation,-86.54424225999998,49.75792014899997,GCS_North_American_1983_CSRS
380,Nekaneet,-109.198160739,49.675163715,GCS_North_American_1983_CSRS
476,Loon River Cree,-115.39561099000002,56.535556199999974,GCS_North_American_1983_CSRS
161,Curve Lake,-78.37530686100001,44.462531619,GCS_North_American_1983_CSRS
567,Samahquam,-122.54109107199997,50.051308973000005,GCS_North_American_1983_CSRS
388,Wood Mountain,-106.44930744300001,49.335381133,GCS_North_American_1983_CSRS
761,K'atlodeeche First Nation,-115.754696271,60.83697196700001,GCS_North_American_1983_CSRS
768,Ka'a'gee Tu First Nation,-117.41668701200001,60.94000244099999,GCS_North_American_1983_CSRS
477,Tthebatthie Denesuliné Nation,-111.83949591200002,59.98863078400001,GCS_North_American_1983_CSRS
281,Skownan First Nation,-99.59829494600001,51.96862137699998,GCS_North_American_1983_CSRS
473,Bearspaw,-114.84628754800002,51.17001291999998,GCS_North_American_1983_CSRS
352,Hatchet Lake,-103.15756444499999,58.110963787,GCS_North_American_1983_CSRS
626,Kwakiutl,-127.410863646,50.69371064500001,GCS_North_American_1983_CSRS
342,Moosomin,-108.31650858900002,53.08272775500001,GCS_North_American_1983_CSRS
460,Beaver Lake Cree Nation,-111.90744417299999,54.68092453899999,GCS_North_American_1983_CSRS
624,K'ómoks First Nation,-124.95890381200002,49.67876869999998,GCS_North_American_1983_CSRS
547,Blueberry River First Nations,-121.11241319700002,56.70404079899998,GCS_North_American_1983_CSRS
570,Shxwhá:y Village,-121.98892360600001,49.16896980299998,GCS_North_American_1983_CSRS
87,La Nation Innu Matimekush-Lac John,-66.81399975199997,54.804513765000024,GCS_North_American_1983_CSRS
226,Mattagami,-81.52231999999998,47.79888,GCS_North_American_1983_CSRS
